SV_TAXONOMY,TAXONOMY_NAME,RG_REFERENCE,RG_NAME,SV_REFERENCE,SV_NAME,SV_DESCRIPTION,SL_REFERENCE,LC_REFERENCE,WEBSITE,WHEELCHAIR_ACCESSIBLE,LANGUAGE,HOURS,STREET_NUMBER,CITY,POSTAL_CODE,LATITUDE,LONGITUDE,Facility,Hosp,811_LINK
LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653155,17652672,https://www.northernhealth.ca/locations/hospitals,Y,,"24 hours a day, 7 days a week",3255 Hospital Road,Vanderhoof,V0J 3A2,54.02876,-124.008821,St. John Hospital,702,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652672
LD-1700,Emergency Room Care,17654593,Providence Health Care Society,17654692,Emergency Health Services,"Provides emergency health care services for Vancouver's downtown city centre and East Vancouver residents at two acute care hospitals. Services are prioritized based on the severity of a patient's condition upon arrival. St. Paul's Emergency Department specializes in complex and multiple diagnosis, surgery, internal medicine and speciality medicine. Mount Saint Joseph's Emergency Department offers full primary and secondary health services as well as providing specific multicultural services. Children are seen at this site, although there is no children's inpatient unit.",17654693,17654607,https://www.providencehealthcare.org/hospitals-residences/st-pauls-hospital/emergency-services,Y,Translation services available,"24 hours a day, 7 days a week",1081 Burrard Street,Vancouver,V6Z 1Y6,49.280614,-123.128913,St. Paul's Hospital - Burrard Building,102,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17654692&SiteResourceAgencyNum=17654607
LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653139,17652183,https://www.northernhealth.ca/locations/hospitals,Y,,"24 hours a day, 7 days a week",904 Brightwell Street,Stewart,V0T 1W0,55.939636,-129.990761,Stewart Health Centre,910,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652183
LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653138,17652189,https://www.northernhealth.ca/locations/hospitals,Y,,Mon 08:30  - 16:30 ; Tue 08:30  - 16:30 ; Wed 08:30  - 16:30 ; Thu 08:30  - 16:30 ; Fri 08:30  - 16:30 ; Sat; Closed for lunch 12:00 - 13:00; call ahead for after-hours emergency care,48875 Highway 37,Dease Lake,V0C 1L0,58.441804,-129.992101,Stikine Health Centre,770,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652189
LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653140,17652340,https://www.northernhealth.ca/locations/hospitals,Y,,"24 hours a day, 7 days a week",600 Stuart Drive E,Fort St James,V0J 1P0,54.442987,-124.245474,Stuart Lake Hospital,717,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652340
LD-1700,Emergency Room Care,17644351,Fraser Health Authority,17645045,Emergency Health Services,"Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need.",17645047,17644365,https://www.fraserhealth.ca/patients-and-visitors/when-to-use-the-emergency/,Y,,"24 hours a day, 7 days a week",13750 96th Avenue,Surrey,V3V 1Z2,49.177003,-122.842316,Surrey Memorial Hospital,116,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17645045&SiteResourceAgencyNum=17644365
LD-1700,Emergency Room Care,17644351,Fraser Health Authority,17992341,Pediatric Emergency Department,"Provides emergency medical care for children aged 17 and under in a child-friendly space separate from the adult emergency department. The department offers a family-centered approach including private treatment rooms to accommodate more family members, and a designated area for pediatric mental health patients. Located on the first floor of the critical care tower.",17992333,17644365,https://www.fraserhealth.ca/Service-Directory/Services/child-and-youth-services/paediatric-emergency,Y,,"24 hours a day, 7 days a week",13750 96th Avenue,Surrey,V3V 1Z2,49.177003,-122.842316,Surrey Memorial Hospital,116,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17992341&SiteResourceAgencyNum=17644365
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651546,17650761,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,Y,,Mon 09:00 - 16:30; Tue 09:00 - 16:30; Wed 09:00 - 16:30; Thu 09:00 - 16:30; Fri 09:00 - 16:30; Please call for after-hours availability,1085 S Maquinna Drive,Tahsis,V0P 1X0,49.913388,-126.663244,Tahsis Health Centre,861,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650761
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651539,17651030,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,Y,,"24 hours a day, 7 days a week",261 Neill Street,Tofino,V0R 2Z0,49.151591,-125.908605,Tofino General Hospital,854,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17651030
LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653137,17652162,https://www.northernhealth.ca/locations/hospitals,Y,,Mon 08:00 - 16:30; Tue 08:00 - 16:30; Wed 08:00 - 16:30; Thu 08:00 - 16:30; Fri 08:00 - 16:30; Nurse and doctor on-call after hours,220 Front Street,Tumbler Ridge,V0C 2W0,55.125373,-121.00198,Tumbler Ridge Health Centre,720,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652162
LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653146,17652145,https://www.northernhealth.ca/locations/hospitals,Y,,"24 hours a day, 7 days a week",1475 Edmonton Street,Prince George,V2M 1S2,53.911251,-122.763153,University Hospital of Northern British Columbia,703,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652145
LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653142,17652205,https://www.northernhealth.ca/locations/hospitals,Y,,Mon 08:45 - 16:30; Tue 08:45 - 16:30; Wed 08:45 - 16:30; Thu 08:45 - 16:30; Fri 08:45 - 16:30; Nurse and doctor on-call after hours,1445 5th Avenue,Valemount,V0E 2Z0,52.83206,-119.270254,Valemount Health Centre,718,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652205
LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649905,Emergency Health Services - Vancouver,"Provides a full range of basic and highly specialized emergency health care and trauma services to all of BC. The hospital is responsible for providing tertiary and major trauma care, including complex and unique trauma services for the province. The emergency department assess and treats patients aged 17 and over. Children aged 16 and under should go to BC Children's Hospital. Services are prioritized based on the severity of a patient's condition upon arrival.",17649906,17649540,http://www.vch.ca/your-care/emergency-care,Y,,,920 West 10th Avenue,Vancouver,V5Z 1M9,49.262412,-123.124725,"Vancouver General Hospital - Jim Pattison Pavilion, Emergency Department",101,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649905&SiteResourceAgencyNum=17649540
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities.   Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647127,17646580,https://www.interiorhealth.ca/services/emergency-health-services,Y,,"24 hours a day, 7 days a week",2101 32nd Street,Vernon,V1T 5L2,50.256925,-119.273751,Vernon Jubilee Hospital,301,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646580
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651536,17650784,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,Y,,"24 hours a day, 7 days a week",1 Hospital Way,Victoria,V8Z 6R5,48.466809,-123.432576,Victoria General Hospital,202,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650784
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities.   Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647123,17646627,https://www.interiorhealth.ca/services/emergency-health-services,Y,,Mon 09:00 - 17:00; Tue 09:00 - 17:00; Wed 09:00 - 17:00; Thu 09:00 - 17:00; Fri 09:00 - 17:00; Sat 09:00 - 17:00; Sun 09:00 - 17:00; Closed statutory holidays,673 A Avenue,Kaslo,V0G 1M0,49.913883,-116.914089,Victorian Community Health Centre,653,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646627
LD-1700,Emergency Room Care,17646543,Interior Health Authority,17647094,Emergency Health Services,"Provides emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Most locations are open 24 hours a day, 7 days a week. Hours may vary, or be subject to change, in rural communities.   Individuals are encouraged to call ahead to confirm services will be available upon their arrival.",17647134,17646788,https://www.interiorhealth.ca/services/emergency-health-services,Y,,"24 hours a day, 7 days a week",16452 Chilcotin-Bella Coola Hwy 20,Tatla Lake,V0L 1V0,51.898899,-124.583244,West Chilcotin Health Centre,,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17647094&SiteResourceAgencyNum=17646788
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651540,17650862,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,Y,,"24 hours a day, 7 days a week",3949 Port Alberni Highway,Port Alberni,V9Y 4S1,49.248801,-124.781792,West Coast General Hospital,851,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650862
LD-1700,Emergency Room Care,17648936,Vancouver Coastal Health,17649851,Emergency Health Services,"Provides 24-hour emergency health care and trauma services in most hospital sites; operating hours may vary in rural areas. Services are prioritized based on the severity of the patient's condition upon arrival. Wait times can vary depending on time, location and level of need. Visit the ED Wait Times website to see current wait times of Vancouver, North Shore and Richmond emergency rooms.",55363049,17649180,http://www.vch.ca/your-care/emergency-care,Y,,Mon 08:00 - 22:00; Tue 08:00 - 22:00; Wed 08:00 - 22:00; Thu 08:00 - 22:00; Fri 08:00 - 22:00; Sat 08:00 - 22:00; Sun 08:00 - 22:00; On call staff may be available for after-hours services,4380 Lorimer Road,Whistler,V0N 1B4,50.120463,-122.954906,Whistler Health Care Centre,425,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17649851&SiteResourceAgencyNum=17649180
LD-1700,Emergency Room Care,17652139,Northern Health,17653135,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17653157,17652355,https://www.northernhealth.ca/locations/hospitals,Y,,"24 hours a day, 7 days a week",2510 Highway 62,Hazelton,V0J 1Y0,55.259655,-127.651295,Wrinch Memorial Hospital,901,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17653135&SiteResourceAgencyNum=17652355
LD-1700,Emergency Room Care,17650682,Island Health,17651530,Emergency Health Services,Provides 24-hour emergency services for patients arriving at the hospital in need of immediate care because of a health crisis or urgent medical condition. Patients are seen by a doctor on a priority basis based on the severity of the patient's condition upon arrival. Operating hours may vary in rural communities that provide emergency care; individuals are encouraged to call ahead to confirm services will be available upon their arrival.,17651545,17650941,https://www.islandhealth.ca/patients-visitors/visiting-emergency-department,Y,,Mon 08:30 - 17:00; Tue 08:30 - 17:00; Wed 08:30 - 17:00; Thu 08:30 - 17:00; Fri 08:30 - 17:00; Please call for after-hours availability,500 Parkway Drive,Zeballos,V0P 2A0,49.989011,-126.851068,Zeballos Health Centre,,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651530&SiteResourceAgencyNum=17650941
