ID,PO_BOX,ADDRESS_FULL,CITY,PROVINCE,POSTAL_CODE,COUNTRY,GEO_LATITUDE,GEO_LONGITUDE,HA_ID,HA_NAME,NUM_PHYSICIANS
PCC_0225,,"MACDONALD PROFESSIONAL CENTRE, 104, 2786 16 AVE W",VANCOUVER,BC,V6K 4M1,CANADA,49.2573174,-123.1672901,3 VCHA,Vancouver Coastal,1
PCC_0226,,"WESTSHORE AVI HEALTH CENTRE, 111, 2787 JACKLIN RD",VICTORIA,BC,V9B 3X7,CANADA,48.4509967,-123.5048126,4 VIHA,Vancouver Island,3
PCC_0227,,284 CITY CENTRE,KITIMAT,BC,V8C 1T6,CANADA,54.0543107,-128.6530733,5 NHA,Northern,2
PCC_0228,,"HORIZON MEDICAL CLINIC, 2845 CRUICKSHANK ST",ABBOTSFORD,BC,V2T 6X1,CANADA,49.0539702,-122.3246446,2 FHA,Fraser,1
PCC_0229,,"AMBLESIDE DERMEDICS & HEALTH CENTRE, 22, 285 17 ST",WEST VANCOUVER,BC,V7V 1J1,CANADA,49.3283565,-123.1605387,3 VCHA,Vancouver Coastal,1
PCC_0230,,"RUTLAND AURORA HEALTH CENTRE, 102, 285 AURORA CRES",KELOWNA,BC,V1X 7N6,CANADA,49.891331,-119.3975117,1 IHA,Interior,2
PCC_0231,,"RUTLAND MEDICAL ASSOCIATES, 285 AURORA CRES SUITE 200",KELOWNA,BC,V1X 7N6,CANADA,49.89122,-119.3973182,1 IHA,Interior,2
PCC_0232,,"205, 285 AURORA CRES",KELOWNA,BC,V1X 7N6,CANADA,49.891331,-119.3975117,1 IHA,Interior,3
PCC_0233,,"206, 285 AURORA CRES",KELOWNA,BC,V1X 7N6,CANADA,49.891331,-119.3975117,1 IHA,Interior,5
PCC_0234,,"KHATSALANO MEDICAL CLINIC, 2865 WEST BROADWAY",VANCOUVER,BC,V6K 2G2,CANADA,49.2643678,-123.1696071,3 VCHA,Vancouver Coastal,1
PCC_0235,BOX 765,"SEABIRD ISLAND HEALTH CENTRE, 2895 CHOWAT RD",AGASSIZ,BC,V0M 1A0,CANADA,49.2543676,-121.7296865,2 FHA,Fraser,1
PCC_0236,PO BOX 879,"EXETER MEDICAL CLINIC, 290 HORSE LAKE RD",100 MILE HOUSE,BC,V0K 2E1,CANADA,51.6381314,-121.2940732,1 IHA,Interior,4
PCC_0237,,"THE LIGHTHOUSE MEDICAL CLINIC, 205, 2903 32 AVE",VERNON,BC,V1T 2L6,CANADA,50.2655568,-119.2699663,1 IHA,Interior,2
PCC_0238,PO BOX 820,"BRIDGESIDE MEDICAL CLINIC, 291 FAIRVIEW RD",OLIVER,BC,V0H 1T0,CANADA,49.1825047,-119.5486875,1 IHA,Interior,1
PCC_0239,PO BOX 820,"107, 291C FAIRVIEW RD",OLIVER,BC,V0H 1T0,CANADA,49.1825047,-119.5486875,1 IHA,Interior,3
PCC_0240,,"3010, 2929 BARNET HWY, CAREMART",COQUITLAM,BC,V3B 5R5,CANADA,49.2792693,-122.7980479,2 FHA,Fraser,2
PCC_0241,,"LU'MA MEDICAL CENTRE, 2970 NANAIMO ST",VANCOUVER,BC,V5N 5G3,CANADA,49.2572968,-123.0565372,3 VCHA,Vancouver Coastal,3
PCC_0242,,"TSARTLIP HEALTH CENTRE, 3 BOAT RAMP RD",BRENTWOOD BAY,BC,V8M 1N9,CANADA,48.5817158,-123.4683243,4 VIHA,Vancouver Island,1
PCC_0243,,"KAMLOOPS VALLEY MEDICAL CLINIC, 206, 300 COLUMBIA ST",KAMLOOPS,BC,V2C 6L1,CANADA,50.6716375,-120.3338026,1 IHA,Interior,1
PCC_0244,,"CAREVIEW MEDICAL CENTRE, 214, 3001 GORDON AVE",COQUITLAM,BC,V3C 2K7,CANADA,49.2716022,-122.792874,2 FHA,Fraser,2
PCC_0245,,"103, 3007 GLEN DR",COQUITLAM,BC,V3B 0L8,CANADA,49.2830829,-122.7938943,2 FHA,Fraser,4
PCC_0246,,"CARE4YOU, 303, 301 COLUMBIA ST E",NEW WESTMINSTER,BC,V3L 3W5,CANADA,49.2260098,-122.8933071,2 FHA,Fraser,2
PCC_0247,,"CAMERON MEDICAL CLINIC, 302 CAMERON ST",WILLIAMS LAKE,BC,V2G 1S9,CANADA,52.1337387,-122.1438067,1 IHA,Interior,3
PCC_0248,,"ARBUTUS CLINIC, 1, 306 LOWER GANGES RD",SALT SPRING ISLAND,BC,V8K 2V3,CANADA,48.8589558,-123.5073201,4 VIHA,Vancouver Island,1
PCC_0249,,"DOCTORS MEDICAL CLINIC SUITE 215, 3066 SHELBOURNE ST",VICTORIA,BC,V8R 6T9,CANADA,48.4450083,-123.3337894,4 VIHA,Vancouver Island,1
PCC_0250,,"THE LANSDOWNE PROFESSIONAL CENTRE, 375, 3066 SHELBOURNE ST",VICTORIA,BC,V8R 6T9,CANADA,48.4450083,-123.3337894,4 VIHA,Vancouver Island,1
PCC_0251,,"DOCTORS MEDICAL CLINIC, 215, 3066 SHELBOURNE ST",VICTORIA,BC,V8R 6T9,CANADA,48.4450083,-123.3337894,4 VIHA,Vancouver Island,8
PCC_0252,,"VALLEY CARE MEDICAL CLINIC, 310 8 ST UNIT E",COURTENAY,BC,V9N 1N3,CANADA,49.6888756,-124.9971749,4 VIHA,Vancouver Island,2
PCC_0253,,"WASHINGTON PARK MEDICAL CLINIC, E, 310 8 ST",COURTENAY,BC,V9N 1N3,CANADA,49.6888756,-124.9971749,4 VIHA,Vancouver Island,9
PCC_0254,,"COWICHAN MEDICAL CENTRE, 3106 GIBBINS RD",DUNCAN,BC,V9L 1E8,CANADA,48.7835959,-123.7259008,4 VIHA,Vancouver Island,1
PCC_0255,,"ALDERGROVE MEDICAL CENTRE, 110, 3113 272 ST",ALDERGROVE,BC,V4W 3R9,CANADA,49.0592741,-122.4711786,2 FHA,Fraser,4
PCC_0256,,"2OO, 31205 MACLURE RD, BLUE OAK MEDICAL CLINIC",ABBOTSFORD,BC,V2T 5E5,CANADA,49.054562,-122.3589427,2 FHA,Fraser,1
PCC_0257,,"BLUE OAK MEDICAL CLINIC, 200, 31205 MACLURE RD",ABBOTSFORD,BC,V2T 5E5,CANADA,49.054562,-122.3589427,2 FHA,Fraser,3
PCC_0258,,"350, 3150 54 AVE E",VANCOUVER,BC,V5S 1Z1,CANADA,49.2190887,-123.040184,3 VCHA,Vancouver Coastal,9
PCC_0259,PO BOX 969,319 15 AVE N,CRESTON,BC,V0B 1G0,CANADA,49.0984416,-116.5084939,1 IHA,Interior,5
PCC_0260,,"108, 3195 GRANVILLE ST",VANCOUVER,BC,V6H 3K2,CANADA,49.2572074,-123.1392212,3 VCHA,Vancouver Coastal,3
PCC_0261,,"GWAII MEDICAL CLINIC, 31956 LOUGHEED HWY",MISSION,BC,V2V 1A1,CANADA,49.1318085,-122.3402049,2 FHA,Fraser,3
PCC_0262,,"CASEY MEDICAL CLINIC, 320 2 AVE W",PRINCE RUPERT,BC,V8J 1G6,CANADA,54.313895,-130.3254244,5 NHA,Northern,2
PCC_0263,,"WELLINGTON MEDICAL CLINIC, 3200 N ISLAND HIGHWAY",NANAIMO,BC,V9T 1W1,CANADA,49.2051299,-124.0055342,4 VIHA,Vancouver Island,1
PCC_0264,,"WELLINGTON MEDICAL CLINIC, 3200 ISLAND HWY N UNIT 84C",NANAIMO,BC,V9T 1W1,CANADA,49.2051299,-124.0055342,4 VIHA,Vancouver Island,10
PCC_0265,,"ORCHARD'S WALK MEDICAL CLINIC, 101, 3200 VALLEYVIEW DR",KAMLOOPS,BC,V2C 0H1,CANADA,50.6707927,-120.2252897,1 IHA,Interior,1
PCC_0266,,"102, 3200 VALLEYVIEW DR",KAMLOOPS,BC,V2C 4S2,CANADA,50.6706671,-120.2254763,1 IHA,Interior,6
PCC_0267,,"200, 3207 30TH AVE",VERNON,BC,V1T 2C6,CANADA,50.2639381,-119.2745054,1 IHA,Interior,9
PCC_0268,,"THE CENTREVILLE CLINIC, 301, 3210 25 AVE",VERNON,BC,V1T 1P1,CANADA,50.2603819,-119.2749639,1 IHA,Interior,10
PCC_0269,,"MISSION OAKS MEDICAL CENTRE, 32136 LOUGHEED HWY",MISSION,BC,V2V 1A4,CANADA,49.1316562,-122.3333503,2 FHA,Fraser,2
PCC_0270,,"270, 32156 HILLCREST AVE",ABBOTSFORD,BC,V2T 1S4,CANADA,49.0476582,-122.3330365,2 FHA,Fraser,3
PCC_0271,,"103, 32450 SIMON AVE",ABBOTSFORD,BC,V2T 4J2,CANADA,49.0527908,-122.3252165,2 FHA,Fraser,3
PCC_0272,,"MISSION HILLS MEDICAL CLINIC, 220, 32530 LOUGHEED HIGHWAY",MISSION,BC,V2V 1A5,CANADA,49.1322735,-122.3213361,2 FHA,Fraser,1
PCC_0273,,"PRANJNA MEDICAL CLINIC, 106–32615, SOUTH FRASER WAY",ABBOTSFORD,BC,V2T 1X8,CANADA,49.0518521,-122.3204469,2 FHA,Fraser,2
PCC_0274,,"ASSISTANT CLINICAL PROFESSOR, UBC FACULTY OF MEDICINE, HEATH & WELLNESS, UBC OKANAGAN, 3272 UNIVERSITY WAY, U",NKELOWNA,BC,V1V 1V7,CANADA,49.9411847,-119.3962334,1 IHA,Interior,1
PCC_0275,,"2 AVE MEDICAL CLINIC, 330 2 AVE W",PRINCE RUPERT,BC,V8J 1G6,CANADA,54.3137963,-130.3256764,5 NHA,Northern,11
PCC_0276,,"101, 330 FESTUBERT ST, ALDERLEA MEDICAL CLINIC",DUNCAN,BC,V9L 3S9,CANADA,48.7776517,-123.7016565,4 VIHA,Vancouver Island,7
PCC_0277,,"MYMD MEDICAL CLINIC, 3300 BOUNDARY RD",BURNABY,BC,V5M 0A8,CANADA,49.2544608,-123.0230517,2 FHA,Fraser,1
PCC_0278,,"VERNON DOWNTOWN PRIMARY CARE CENTRE, 3306A 32 AVE",VERNON,BC,V1T 2M6,CANADA,50.2652486,-119.2761567,1 IHA,Interior,1
PCC_0279,,"2 FLOOR, 333 SEYMOUR BLVD",NORTH VANCOUVER,BC,V7J 2J4,CANADA,49.3115536,-123.024775,3 VCHA,Vancouver Coastal,3
PCC_0280,,"OMINECA MEDICAL CLINIC, 3348 HOSPITAL RD",VANDERHOOF,BC,V0J 3A2,CANADA,54.0283168,-124.008808,5 NHA,Northern,15
PCC_0281,,"VALLEY MEDICAL CLINIC, 335 JUBILEE ST",DUNCAN,BC,V9L 1W9,CANADA,48.7795684,-123.7107508,4 VIHA,Vancouver Island,7
PCC_0282,,"DENMAN ISLAND MEDICAL CLINIC, 3351 PIERCY RD",DENMAN ISLAND,BC,V0R 1T0,CANADA,49.5372757,-124.8202163,4 VIHA,Vancouver Island,1
PCC_0283,,"BLUE SKY MEDICAL CLINIC, 341 FESTUBERT ST",DUNCAN,BC,V9L 3T1,CANADA,48.7777584,-123.702426,4 VIHA,Vancouver Island,1
PCC_0284,,"CAREXUS CLINIC, 104, 34143 MARSHALL RD",ABBOTSFORD,BC,V2S 1L8,CANADA,49.0389593,-122.278581,2 FHA,Fraser,1
PCC_0285,,"HOLLEY CLINIC, 348 FRONT ST",QUESNEL,BC,V2J 2K3,CANADA,52.9781695,-122.4978461,5 NHA,Northern,8
PCC_0286,,350 COLUMBIA ST,VANCOUVER,BC,V6A 4J1,CANADA,49.2818492,-123.102197,3 VCHA,Vancouver Coastal,7
PCC_0287,,"HILLSIDE MEDICAL CLINIC, 360 2 AVE",CAMPBELL RIVER,BC,V9W 3T9,CANADA,50.0113995,-125.243085,4 VIHA,Vancouver Island,7
PCC_0288,,"PARKGATE MEDICAL CENTRE, 220, 3650 MT SEYMOUR PKY",NORTH VANCOUVER,BC,V7H 2Y5,CANADA,49.3162533,-122.9702535,3 VCHA,Vancouver Coastal,4
PCC_0289,,370 TRANQUILLE RD,KAMLOOPS,BC,V2B 3G7,CANADA,50.6891273,-120.3577319,1 IHA,Interior,5
PCC_0290,,"NORTH SHORE PRIMARY CARE CENTRE, 103, 376 TRANQUILLE RD",KAMLOOPS,BC,V2B 3G7,CANADA,50.6893203,-120.357807,1 IHA,Interior,2
PCC_0291,,"CONTINENTAL MEDICAL CLINIC, 1193, 3779 SEXSMITH RD",RICHMOND,BC,V6X 3Z9,CANADA,49.1853908,-123.1295162,3 VCHA,Vancouver Coastal,1
PCC_0292,,"AFFINITY MEDICAL CLINIC, 2186, 3779 SEXSMITH RD",RICHMOND,BC,V6X 3Z9,CANADA,49.1853908,-123.1295162,3 VCHA,Vancouver Coastal,3
PCC_0293,PO BOX 389,"SQUAMISH MEDICAL CLINIC, 37979 CLEAVELAND AVE",SQUAMISH,BC,V8B 0A3,CANADA,49.6982036,-123.1541809,3 VCHA,Vancouver Coastal,3
PCC_0294,PO BOX 9200,"DIAMOND HEAD MEDICAL CLINIC, 37989 CLEVELAND AVE",SQUAMISH,BC,V8B 0C1,CANADA,49.6983179,-123.1540768,3 VCHA,Vancouver Coastal,3
PCC_0295,,"THE WILLOW CLINIC, 1, 3801 28A ST",VERNON,BC,V1T 9T6,CANADA,50.2699564,-119.2685361,1 IHA,Interior,3
PCC_0296,,"STEVESTON MEDICAL CENTER, 103, 3811 CHATHAM ST",RICHMOND,BC,V7E 2Z4,CANADA,49.1267089,-123.1830756,3 VCHA,Vancouver Coastal,1
PCC_0297,,"WAVECREST MEDICAL CLINIC, 106, 382 LERWICK RD",COURTENAY,BC,V9N 9E5,CANADA,49.7115827,-124.9667102,4 VIHA,Vancouver Island,4
PCC_0298,,"WHITE CLINIC, 100, 383 ELLIS ST",PENTICTON,BC,V2A 4L9,CANADA,49.4975738,-119.590922,1 IHA,Interior,5
PCC_0299,BOX 177,3842 THIRD AVE,SMITHERS,BC,V0J 2N3,CANADA,54.7816599,-127.1700728,5 NHA,Northern,3
PCC_0300,,"NORTH AMERICA MEDICAL CENTRE, 301, 3965 KINGSWAY",BURNABY,BC,V5H 1Y8,CANADA,49.2330893,-123.0167063,2 FHA,Fraser,3
PCC_0301,,"BLUEBIRD MEDICAL CENTER, 302B, 3975 LAKESHORE RD",KELOWNA,BC,V1W 1V3,CANADA,49.8404814,-119.4880734,1 IHA,Interior,2
PCC_0302,,"MEDICAL DIRECTOR, THE MYO CLINIC, L1, 399 TYEE RD",VICTORIA,BC,V9A 0A8,CANADA,48.4317897,-123.3786612,4 VIHA,Vancouver Island,2
PCC_0303,,"200, 4012 HASTINGS ST E",BURNABY,BC,V5C 2H9,CANADA,49.2808069,-123.0158079,2 FHA,Fraser,11
PCC_0304,,"SEA TO SKY CLINIC, 40147 GLENALDER PL",SQUAMISH,BC,V8B 0G2,CANADA,49.7368182,-123.1338681,3 VCHA,Vancouver Coastal,2
PCC_0305,,"LOTUS MEDICAL, 4018 KNIGHT ST",VANCOUVER,BC,V5N 5Y7,CANADA,49.2490433,-123.0749432,3 VCHA,Vancouver Coastal,4
PCC_0306,PO BOX 820,402 2 AVE,FERNIE,BC,V0B 1M0,CANADA,49.5022551,-115.0619987,1 IHA,Interior,5
PCC_0307,,"2180, 4151 HAZELBRIDGE WAY",RICHMOND,BC,V6X 4J7,CANADA,49.1838016,-123.1341126,3 VCHA,Vancouver Coastal,9
PCC_0308,BOX 2769,"CHISEL PEAK MEDICAL CLINIC, 417 10TH AVE",INVERMERE,BC,V0A 1K0,CANADA,50.5095655,-116.0316011,1 IHA,Interior,6
PCC_0309,,"CENTRICARE MEDICAL CLINIC, 4209 FRASER ST",VANCOUVER,BC,V5V 4G1,CANADA,49.2474577,-123.0902598,3 VCHA,Vancouver Coastal,1
PCC_0310,,"BURNABY PRIMARY AND URGENT CARE CENTRE, 37M, 4277 KINGSWAY",BURNABY,BC,V5H 3Z2,CANADA,49.2316429,-123.0088961,2 FHA,Fraser,1
PCC_0311,,4303 10TH AVE W,VANCOUVER,BC,V6R 2H6,CANADA,49.2640065,-123.2034232,3 VCHA,Vancouver Coastal,7
PCC_0312,,"4336 SUNSHINE COAST HWY, UPSTREAM MEDICAL CLINIC",SECHELT,BC,V0N 3A1,CANADA,49.4402988,-123.7094112,3 VCHA,Vancouver Coastal,1
PCC_0313,,"COAST MEDICAL WHISTLER, 110, 4350 LORIMER RD",WHISTLER,BC,V0N 1B4,CANADA,50.119201,-122.956261,3 VCHA,Vancouver Coastal,2
PCC_0314,,"RIVERVIEW MEDICAL CLINIC, 104, 436 LORNE ST",KAMLOOPS,BC,V2C 1W3,CANADA,50.6783656,-120.331077,1 IHA,Interior,3
PCC_0315,,"CORNERSTONE MEDICAL CLINIC, 4367 HASTINGS ST",BURNABY,BC,V5C 2J7,CANADA,49.2812968,-123.0064992,2 FHA,Fraser,2
PCC_0316,,"207, 437 GLENMORE RD",KELOWNA,BC,V1V 1Y5,CANADA,49.9145524,-119.4460224,1 IHA,Interior,5
PCC_0317,,"MARTIN ST OUTREACH CENTRE, 117, 437 MARTIN ST",PENTICTON,BC,V2A 5L1,CANADA,49.4961108,-119.5929126,1 IHA,Interior,5
PCC_0318,,"1550, 4380 NO 3",RICHMOND,BC,V6X 3V7,CANADA,49.1815473,-123.135047,3 VCHA,Vancouver Coastal,3
PCC_0319,,"COMER MEDICAL CLINIC, 440 COMER ST",WILLIAMS LAKE,BC,V2G 1T7,CANADA,52.1363067,-122.1443111,1 IHA,Interior,3
PCC_0320,,"CROWN ISLE CLINIC, 300, 444 LERWICK RD",COURTENAY,BC,V9N 0A9,CANADA,49.7103498,-124.9656984,4 VIHA,Vancouver Island,5
PCC_0321,,"CONCORD MEDICAL CENTRE, 4484 MAIN ST",VANCOUVER,BC,V6V 3R3,CANADA,49.2446766,-123.1012123,,,1
PCC_0322,,"36, 450 LANSDOWNE ST, KAMLOOPS DOWNTOWN HEALTH CENTRE",KAMLOOPS,BC,V2C 1Y3,CANADA,50.6770071,-120.3291751,1 IHA,Interior,2
PCC_0323,PO BOX 799,"BARRIERE HEALTH CENTRE, 4537 BARRIERE TOWN RD",BARRIERE,BC,V0E 1E0,CANADA,51.1802754,-120.1253689,1 IHA,Interior,2
PCC_0324,,"OUTREACH URBAN HEALTH CLINIC, INTERIOR HEALTH, 455 LEON AVE",KELOWNA,BC,V1Y 6J4,CANADA,49.8843076,-119.4941692,1 IHA,Interior,3
PCC_0325,,"FALSE CREEK HEALTH CENTRE, 4555 8 AVE W,",VANCOUVER,BC,V6R 2A4,CANADA,49.2656316,-123.2107023,3 VCHA,Vancouver Coastal,1
PCC_0326,,"GARRISON MEDICAL CLINIC, UNIT 2, 45555 MARKET WAY",CHILLIWACK,BC,V2R 0M5,CANADA,49.1047018,-121.9637872,2 FHA,Fraser,1
PCC_0327,,"METRO MEDICAL CLINIC, 45610 YALE RD UNIT 202",CHILLIWACK,BC,V2P 2N2,CANADA,49.1534866,-121.9624544,2 FHA,Fraser,2
PCC_0328,,"HIGHROADS MEDICAL CLINICS, 4588 DUNBAR ST",VANCOUVER,BC,V6S 2G6,CANADA,49.2453064,-123.1851967,3 VCHA,Vancouver Coastal,6
PCC_0329,,"1, 45905 YALE RD",CHILLIWACK,BC,V2P 2M6,CANADA,49.1675973,-121.9583882,2 FHA,Fraser,4
PCC_0330,,"HG HEALTH CENTRE, 4610 LAZELLE AVE",TERRACE,BC,V8G 1S5,CANADA,54.5176116,-128.5877701,5 NHA,Northern,6
PCC_0331,,"SPRUCE MEDICAL CENTRE, 102, 4630 LAZELLE AVE",TERRACE,BC,V8G 1S6,CANADA,54.5175215,-128.5891663,5 NHA,Northern,8
PCC_0332,,"4 FLOOR, PARK AVE MEDICAL CLINIC, 400, 4634 PARK AVE",TERRACE,BC,V8G 1V7,CANADA,54.5189669,-128.5910788,5 NHA,Northern,1
PCC_0333,,"PARK AVE MEDICAL CENTRE, 400, 4634 PARK AVE",TERRACE,BC,V8G 1V7,CANADA,54.5189669,-128.5910788,5 NHA,Northern,5
PCC_0334,,4645 KINGSWAY,BURNABY,BC,V5H 2B3,CANADA,49.2291662,-123.0006352,2 FHA,Fraser,5
PCC_0335,,"IMPERIAL MEDICAL CLINIC, 4648 IMPERIAL ST",BURNABY,BC,V5J 1B8,CANADA,49.2217077,-122.9987149,2 FHA,Fraser,8
PCC_0336,,"INTEGRATED WELLNESS MEDICAL CLINIC, 4655 CENTRAL BLVD",BURNABY,BC,V5H 4H7,CANADA,49.2239592,-122.9986929,2 FHA,Fraser,3
PCC_0337,,"INTEGRATED WELLNESS MEDICAL CENTRE, 4655 CENTRAL BLVD UNIT 2",BURNABY,BC,V5H 4H7,CANADA,49.2239592,-122.9986929,2 FHA,Fraser,4
PCC_0338,,"101, 4695 HASTINGS ST",BURNABY,BC,V5C 2K6,CANADA,49.2812538,-122.9978158,2 FHA,Fraser,8
PCC_0339,,"THE MEDICAL CLINIC ASSOCIATES, 4794 JOYCE AVE",POWELL RIVER,BC,V8A 3B6,CANADA,49.8456464,-124.5200536,3 VCHA,Vancouver Coastal,13
PCC_0340,,480 10TH AVE,CAMPBELL RIVER,BC,V9W 4E3,CANADA,50.0252504,-125.2464419,4 VIHA,Vancouver Island,4
PCC_0341,,"METROHEALTH CLINIC, 4879 KINGSWAY",BURNABY,BC,V5H 4T6,CANADA,49.2274441,-122.994761,2 FHA,Fraser,3
PCC_0342,,"OCEANSIDE HEALTH CENTRE, 489 ALBERNI HWY",PARKSVILLE,BC,V9P 1J9,CANADA,49.3105943,-124.323014,4 VIHA,Vancouver Island,8
PCC_0343,,"DELTA MEDICAL CLINIC, 4977 TRENANT ST",DELTA,BC,V4K 2K5,CANADA,49.0923722,-123.0856466,2 FHA,Fraser,2
PCC_0344,,"PARK AVE MEDICAL CLINIC, 4 FLOOR, TH",TERRACE,BC,V8G 1V7,CANADA,54.0586216,-128.6877284,5 NHA,Northern,1
PCC_0345,PO BOX 1000,"LOGAN LAKE HEALTH CENTRE, 5 BERYL DR",LOGAN LAKE,BC,V0K 1W0,CANADA,50.4954097,-120.8124342,1 IHA,Interior,3
PCC_0346,,"MIDWAY MEDICAL CLINIC, 500 HAYNES ST",MIDWAY,BC,V0H 1M0,CANADA,49.0068943,-118.7704068,1 IHA,Interior,1
PCC_0347,,"BURQUITLAM MEDICAL CLINIC, 504 COTTONWOOD AVE",COQUITLAM,BC,V3J 2R5,CANADA,49.2586143,-122.8924151,2 FHA,Fraser,1
PCC_0348,,"BURQUITLAM MEDICAL CLINIC, 100B, 504 COTTONWOOD AVE",COQUITLAM,BC,V3J 2R5,CANADA,49.2586143,-122.8924151,2 FHA,Fraser,5
PCC_0349,,"CROSSROADS CLINICS, 3 FLOOR, 507 BROADWAY ST W",VANCOUVER,BC,V5Z 1E6,CANADA,49.2637082,-123.1157821,3 VCHA,Vancouver Coastal,1
PCC_0350,,"PACIFIC STATION MEDICAL CLINIC, 104, 5160 DUBLIN WAY",NANAIMO,BC,V9T 0H2,CANADA,49.2170015,-124.0327075,4 VIHA,Vancouver Island,5
PCC_0351,,5317 HEADLAND DR,WEST VANCOUVER,BC,V7W 3C5,CANADA,49.3503891,-123.2531819,3 VCHA,Vancouver Coastal,3
PCC_0352,PO BOX 700,"HILLSIDE MEDICAL CENTRE, 541 3 AVE",LADYSMITH,BC,V9G 1A5,CANADA,48.9921793,-123.8203421,4 VIHA,Vancouver Island,8
PCC_0353,,"AVI HEALTH CENTRE, 102, 55 VICTORIA RD",NANAIMO,BC,V9R 5N9,CANADA,49.1603538,-123.9350276,4 VIHA,Vancouver Island,1
PCC_0354,,"216 55 VICTORIA RD, TREW BEGINNINGS CLINIC",NANAIMO,BC,V9R 4N9,CANADA,49.1608625,-123.9347858,4 VIHA,Vancouver Island,1
PCC_0355,,"ARC CLINIC, 200, 55 VICTORIA RD",NANAIMO,BC,V9R 5N9,CANADA,49.1607003,-123.9347793,4 VIHA,Vancouver Island,2
PCC_0356,,"STEIN MEDICAL CLINIC, 188, 550 BURRARD ST",VANCOUVER,BC,V6C 2B5,CANADA,49.2857132,-123.1181517,3 VCHA,Vancouver Coastal,1
PCC_0357,,"CITY SQUARE MEDICAL CENTRE, 550 BROADWAY W",VANCOUVER,BC,V5Z 1E9,CANADA,49.2629359,-123.1165444,3 VCHA,Vancouver Coastal,1
PCC_0358,,"LITTLE MOUNTAIN MEDICAL CLINIC, 355, 550 BROADWAY W",VANCOUVER,BC,V5Z 0E9,CANADA,49.2629359,-123.1165444,3 VCHA,Vancouver Coastal,2
PCC_0359,,"CITY SQUARE MEDICAL CENTRE, 307, 550 BROADWAY W, SUITE",VANCOUVER,BC,V5Z 0E9,CANADA,49.2629359,-123.1165444,3 VCHA,Vancouver Coastal,3
PCC_0360,,"731, 550 BROADWAY W",VANCOUVER,BC,V5Z 0E9,CANADA,49.2629359,-123.1165444,3 VCHA,Vancouver Coastal,6
PCC_0361,,"FOUR OAKS MEDICAL CENTER, 5500 206 ST N",LANGLEY,BC,V3A 8R3,CANADA,49.1026749,-122.6516613,2 FHA,Fraser,5
PCC_0362,PO BOX 638,"SECHELT MEDICAL ASSOCIATES, 102, 5531 INLET AVE",SECHELT,BC,V0N 3A0,CANADA,49.4729755,-123.7564763,3 VCHA,Vancouver Coastal,1
PCC_0363,PO BOX 638,"SECHELT MEDICAL ASSOCIATES, 5531 INLET AVE",SECHELT,BC,V0N 3A0,CANADA,49.4729755,-123.7564763,3 VCHA,Vancouver Coastal,5
PCC_0364,,"FALSE CREEK HEALTHCARE CENTRE, 555 8 AVE W, FLOOR 6",VANCOUVER,BC,V5Z 1C6,CANADA,49.2643964,-123.116591,3 VCHA,Vancouver Coastal,1
PCC_0365,,"FALSE CREEK MEDICAL CENTER, 4 FLOOR, 555 W 8 AVE",VANCOUVER,BC,V5Z 1C6,CANADA,49.2643964,-123.116591,3 VCHA,Vancouver Coastal,1
PCC_0366,,559 6 ST,COURTENAY,BC,V9N 1M5,CANADA,49.688887,-125.0023425,4 VIHA,Vancouver Island,6
PCC_0367,,"VICTORIA SQUARE MEDICAL CENTRE, 5619 VICTORIA DR",VANCOUVER,BC,V5P 3W2,CANADA,49.2332534,-123.0655836,3 VCHA,Vancouver Coastal,3
PCC_0368,,5655 CAMBIE ST,VANCOUVER,BC,V5Z 3A4,CANADA,49.2340007,-123.1167767,3 VCHA,Vancouver Coastal,3
PCC_0369,,"DOWNTOWN COMMUNITY HEALTH CLINIC, 569 POWELL ST",VANCOUVER,BC,V6A 1G8,CANADA,49.2833039,-123.0917898,3 VCHA,Vancouver Coastal,8
PCC_0370,PO BOX 250,"102, 5699 COWRIE ST",SECHELT,BC,V0N 3A0,CANADA,49.472274,-123.7582486,3 VCHA,Vancouver Coastal,3
PCC_0371,PO BOX 250,"COWRIE MEDICAL CLINIC, 102, 5699 COWRIE ST, 102, 5699 COWRIE ST",SECHELT,BC,V0N 3A0,CANADA,49.472274,-123.7582486,3 VCHA,Vancouver Coastal,6
PCC_0372,PO BOX 1120,570 PINE AVE,SPARWOOD,BC,V0B 2G0,CANADA,49.7215776,-114.8923638,1 IHA,Interior,5
PCC_0373,PO BOX 1282,5713 DOLPHIN ST,SECHELT,BC,V0N 3A0,CANADA,49.4741072,-123.7585321,3 VCHA,Vancouver Coastal,4
PCC_0374,,"HOLLYBURN MEDICAL CENTRE, 307, 575 16 ST",WEST VANCOUVER,BC,V7V 4Y1,CANADA,49.3289966,-123.1595365,3 VCHA,Vancouver Coastal,1
PCC_0375,,"HOLLYBURN MEDICAL CENTRE, 207D, 575 16 ST",WEST VANCOUVER,BC,V7V 4Y1,CANADA,49.3289966,-123.1595365,3 VCHA,Vancouver Coastal,3
PCC_0376,,577 5 AVE,KAMLOOPS,BC,V2C 3R1,CANADA,50.6724355,-120.3292991,1 IHA,Interior,3
PCC_0377,,"ACQUA MEDICAL CENTRE, 118, 5811 NO 3",RICHMOND,BC,V6X 4L7,CANADA,49.1724164,-123.1375566,3 VCHA,Vancouver Coastal,3
